tmpd,dptp,pm25tmean2,pm10tmean2,o3tmean2,no2tmean2
66,53.3,13.575,25.5,24.453125,32.68229167
73,60.3,16.7,30.5,31.00520833,30.73958333
72,61.7,23.3,68,22.04438406,43.84375
72,63.1,26.5,45,29.4544837,30.96685606
72,63.3,37.9,51.5,32.33430089,29.67164855
74,60.6,37.8,58.5,39.22622283,26.86322464
72,60.7,32.6125,46.25,29.95040761,29.62083333
75,63,35.7,47.5,39.859375,21.88541667
67,61.2,15.9,17,24.91145833,16.57291667
63,47.5,9.325,27.5,13.01183712,26.42708333
66,50,9.5,58.5,17.48112237,35.97916667
68,52.7,17.6,41.5,28.68229167,35.31534091
68,54.2,24.9,40.2,37.390625,31.46875
58,47.2,16.8,25,15.91304348,18.27083333
56,43,8.7,26,16.71354167,19.98958333
62,50.5,15.7,30,32.390625,19.54166667
62,54.5,6.5,24.5,19.10606061,20.42708333
59,42.6,12.2,29,15.2348279,22.9375
62,50.1,10.3625,25,17.14605978,24.10416667
53,38.6,12.3,28,11.97780797,19.78030303
57,48.7,6.7,28,7.377943841,28.8844697
54,42.6,5.6,14.5,12.70833333,12.98958333
52,41.6,7.9,11.5,12.4341299,11.27083333
50,36.6,12.7,23,10.54166667,19.20923913
48,32.2,5.271428571,21,11.61616848,19.48958333
44,26,6.6,29.5,10.79761905,22.44444444
42,22.2,7.7,34.5,7.517857143,25.9452679
48,37.7,12.1625,71,7.786490683,31.29166667
49,36.9,14.7,25,11.60714286,24.52777778
47,40.5,9.4,23.5,16.125,20.94444444
48,37.5,8.625,22.6,16.24249482,27.33333333
61,49.4,7.4,54,12.26242236,37.66666667
64,53.1,11.6,68,18.6891822,40.94444444
62,54.5,32.0875,65,8.824534162,47.25
64,57.9,34,58.5,14.4702381,34.36111111
66,59.3,18.3,33,20.77380952,21.91666667
58,42.2,6.542857143,20,17.36309524,16.34722222
57,41.3,17.4,60.5,12.30952381,38.19444444
53,47.6,14.6,10.5,18.52743271,24.4520202
50,35.7,7.928571429,23.5,12.36904762,26.51388889
45,35.8,8.9,21.5,10.39026915,27.9400527
44,30.5,8.1,30,8.803571429,37.63888889
57,41.9,10.85714286,28,12.42857143,30.18055556
56,47.3,10.6,20.5,22.5,22
66,51.6,9.6,58,25.01190476,29.19444444
55,44.9,14.1125,38.5,17.63224638,25.54166667
48,38.5,12.9,12.5,17.49068323,20.63888889
46,40.8,6.8,28.5,12.40176528,27.16847042
48,42.8,16.6875,37.4,10.75595238,29.48611111
52,45.3,17.1,24,4.690476191,26.36111111
40,33.5,10,8.5,6.806547619,12.68055556
38,32.3,14.5125,22,4.749482402,19.44444444
48,38.7,8,27.5,8.298913044,15.99305556
55,49,10.925,25.4,19.23317805,24.24040404
52,50.9,12.375,13.5,3.864583333,14.8125
49,49.1,9.6,11,6.518115942,12
59,57,4.7,28.5,8.617300725,21.09722222
42,34.2,11.5875,15.6,8.25,17.99305556
35,17.3,19,21.5,14.4361413,26.87698413
27,18.1,7.685714286,15,13.17708333,26.34722222
31,16.9,15,19,10.98958333,31.98611111
38,30.2,25.6,26.5,6.200634058,33.66666667
50,50.1,21.4625,31.2,3.375,17.19444444
48,39.9,12.5,48.5,12.51086957,15.52777778
35,15.8,16.7,16,14.83197464,23.15338164
36,23.1,9.825,26,6.229166667,28.13510101
40,39.8,14.2,17,4.854166667,19.56944444
45,43.7,14.3,13,2.916666667,18.30555556
44,44.7,22.875,27.2,6.665719697,25.15277778
55,55.1,9.1,15,7.678442029,22.28442029
47,34.7,14,17,9.375,27.16666667
50,40.4,7.785714286,26.5,9.466032609,28.03174603
46,36.5,7.7,10,15.48958333,19.25
53,48,24.2,28.5,5.354166667,23.36111111
48,47.1,8.1125,11.6,17.73958333,10.81944444
25,14,7.4,32,17.19882246,14.67460318
33,21.6,16,28.5,8.28125,26.28409091
40,28.3,15.0875,30.5,5.567028986,29.80555556
41,37.4,19.5,17.5,6.052083333,24.88888889
33,22.5,15.8,15.5,17.19791667,19.11111111
31,21.3,9.5125,13.75,16.13541667,18.81944444
46,27.4,5.6,12,16.22916667,19.09722222
35,14.4,6.5,18.5,18.62907609,23.01388889
30,13,6.457142857,15.5,10.5009058,34.82828283
34,22.3,9,23.5,11.65625,29.88888889
37,29.7,15.8,23,3.939311594,28.06271044
37,30.9,8.0125,15,16.17708333,24.5
34,26.9,11.8,16,6.03125,28.19444444
34,28.5,21.1,21,4.583333333,24.625
40,33.9,21.95,21,3.052083333,28.86868687
45,41.9,26.8,33.5,1.097826087,27.23989899
41,40.4,12,11.5,6.71875,23.56944444
22,14.3,7.728571429,12,12.16197299,21.53333333
17,6.4,18.8,27.5,6.895833333,34.99094203
21,16.7,18.3,24,10.16666667,35.72916667
28,23.8,17.825,20,10.66666667,29.0625
31,27.7,22.5,18,7.069293478,28.77916667
34,26.5,13.3,16,9.426630435,19.70833333
23,18.5,15,22.2,9.114253953,24.16666667
23,19.7,36.3,26,5.25,29.56628788
25,15.4,9,25.5,15.17708333,22.83333333
20,8.2,7.928571429,19,11.10416667,26.45833333
37,25.9,8.5,21.5,16.82291667,21.89583333
42,33.1,22.5,26,4.895833333,25.13068182
32,27.6,14.31428571,14.8,4.671467391,24.70833333
22,14.5,9.6,19,13.78333333,22.625
27,15.4,12.4,21,10.52083333,27.85416667
30,22.5,17.3625,24.5,2.895833333,39.6875
39,23.9,11.3,18.5,7.552083333,27.97916667
45,32.9,10.5,14.5,13.13541667,20.5
39,26.7,8.66,15.5,8.595108696,21.20833333
34,22.7,10,17.5,10.98460145,19.53351449
32,20.3,17.5,15.5,12.38541667,24.91071429
35,30.4,14.38571429,17,6.833333333,26.52083333
49,47.5,18.4,20.5,5.885416667,20.75
41,28.8,10,9,10.07291667,20.625
31,25.8,4.65,7.4,23.08333333,10.6875
17,12.4,11,16,15.2490942,23.43939394
3,-6,17.2,24,19.58860343,19.11111111
15,3.5,13.8,24.5,10.09782609,29.33333333
24,17.3,11.5,25,8.3125,32.61111111
22,17.2,13.9,17,20.54166667,25.7826087
21,16.5,15.4125,24.2,9.875,28.19444444
35,27.4,18,14,7.740942029,19.76010101
30,19.4,12.62857143,18,12.12296196,27.65277778
27,21.1,15,31.5,10.65416667,23.41035354
19,7.1,8.1,29,13.78125,34.21717172
27,18.4,19.15,30.4,7.174632353,27.38768116
31,28.3,19.8,20,3.34375,25.90277778
18,2.8,7.6,14,20.38541667,13.58333333
11,0.3,6.075,18,17.34375,25.5
15,2.2,15.8,24,9.405797101,39.20436508
24,14.3,20.2,26,10.17346015,26.04166667
11,-7.2,5.944444444,23.8,20.81023551,18.30797101
15,8.6,12.8,36,8.354166667,27.15079365
15,10.9,12.1,19,13.77083333,29.375
18,7.5,7.885714286,29.5,26.73958333,18.16666667
22,18.3,15,24,19.02083333,24.39772727
17,12.9,16.4,13,13.91440217,29.60628019
7,-0.8,16.3,30,13.61458333,26.51388889
2,-6.8,18.3,29,10.75473485,33.5
-3,-12.7,18.3,32,13.27672101,28.49747475
4,-4.2,22.28571429,50,8.15625,36.90277778
21,10.1,22.3,45,13.41666667,35.51388889
28,22.2,17,49,5.368371212,36.16666667
21,17.4,26.37777778,35,8.607789855,33.67929293
13,3.8,19.7,55,10.51799242,44.51082251
26,19.6,8.2,24,17.4375,30.51388889
28,23.6,19.27142857,21.5,9.760416667,34.54166667
20,20,20.9,14.5,19.51388889,27.88888889
16,16,20.45,19,16.70833333,32.03333333
28,20.9,14.65714286,20.6,26.00275033,24.59294701
20,14.2,28.9,22.5,22.94248188,23.43055556
23,16.5,18.5,31,12.01136364,38.04468599
22,16,22.1,30,16.66666667,28.91666667
20,11.2,24.5,17.5,21.77083333,23.25881643
26,17.6,9.3,26.5,23.97916667,21.7037037
14,10.9,6.528571429,13.75,28.72916667,21.01388889
24,15.8,43.4,49,8.27807971,44.9781746
29,23.5,48.15714286,61,8.162137681,43.70833333
36,31.7,40,41,5.322916667,42.22222222
39,35.1,22.3,22,18.04166667,30.77475845
33,26,7.866666667,14.4,26.65625,20.98611111
34,28.1,18.2,22.5,13.65625,31.61111111
41,32.6,27.5,25,11.89719203,29.27596618
34,29.7,19.2375,17.5,22.53759058,21.44444444
31,24.6,11,19,23.59375,27.44323672
34,25.2,18.5,25,17.55208333,29.6984127
35,24.7,30.71111111,50.8,12.02083333,33.79444444
40,27.6,24,37,10.98958333,33.06944444
47,32.5,18.2,21,20.66893116,32.45833333
54,42.4,10.26666667,13.5,25.125,23.64583333
44,37.2,15.95,17.5,16.31657609,15.41666667
43,34.5,28.15,33,12.70075758,27.34343434
41,39.4,29.175,37.2,6.895380435,23.41593567
50,41.8,7.6,19,20.29166667,15.90428744
41,31.3,11,13.5,23.19791667,17.125
40,28.3,7.625,12,33.46875,10.63888889
34,20.8,11.8,20,21.85461957,23.40277778
33,25.6,11.8,12.5,25.22493961,25.13285024
37,25.4,13.825,26.4,20.64583333,29.79761905
31,16.8,10.5,47.5,17.53125,14.39121478
25,7.1,10.1,22.5,16.72916667,23.47916667
33,18.4,17.7125,24.5,14.75,36.70833333
39,27.9,13.4,17.5,29.5625,14.1875
32,22.4,7.3,9.5,27.69565217,26.73684211
32,26.1,10.67777778,17.75,27.30833333,21.82638889
32,28.4,23.1,22.5,7.492753623,32.95652174
32,30.9,26.5,21,8.694142512,38.88888889
38,30.7,20.1875,23.5,14.97222222,29.90277778
47,28.8,17,24,27.1875,19.86111111
28,16.1,7.3,11.5,31.6875,12.10416667
30,10,10.6625,23.4,19.72168737,26.85416667
46,24.4,30,43,22.65531185,30.84027778
54,44.8,26.5,28,18.35158515,29.16002416
60,52.8,17.9875,29,20.32796913,26.43055556
56,54.9,12.05,23,16.85192259,22.67261905
51,47.4,14,20.5,16.01190476,24.94444444
61,52.5,11.9,18.2,26.32738095,13.21230159
51,37.8,13.3,18.5,21.15826331,24.33333333
48,37,22.5,54.5,19.21098603,29.77113527
42,32.1,5.775,8.5,26.17092803,15.32222222
42,27.9,11.1,11,32.22619048,18.92063492
44,23.7,12.2,16,28.17309774,25.33333333
43,23.8,7.7625,24.8,27.48177083,23.54166667
37,24.5,2.6,6,37.91666667,11.29166667
39,24.4,11,32.5,29.03317482,29.73232323
56,37.5,21.8375,55.5,30.81132364,33.32407407
52,32.4,18.5,31,33.58449793,31.83333333
46,35.9,21,32,27.68167702,27.65277778
45,29.8,12.4375,28.2,20.24702381,33.33333333
44,30.3,15.5,25,22.62797619,29.02777778
37,26.8,5.9,6.5,32.28571429,12.59722222
36,21.8,3.442857143,16,30.25160456,13.15277778
38,25.4,7.05,15,29.45833333,19.97222222
49,27.5,20.25,61,17.11024845,43.00198413
61,33.9,14.525,59.8,31.13690476,33.34430946
70,45.6,14.45,40,37.33294514,27.69444444
64,51.6,16.5,25,44.47619048,24.125
69,50.7,13.38571429,59.5,38.77976191,16.77777778
60,48.4,6.9,54,29.29541926,16.1886646
54,48.4,14.85,30.5,18.26501035,21.75664251
54,48.5,8.555555556,17.8,26.33449793,18.55555556
48,37.5,7.4,9.5,27.13501082,21.26388889
51,37,16.1,23.5,22.9702381,33.08091787
45,39.5,16.3,33.5,26.94047619,24.97222222
54,48.7,9.3,13,25.25,15.73611111
52,34.2,11.6,27,27.88392857,19.08885438
44,21.3,6.422222222,17.2,28.20689817,23.70833333
64,42.3,11.6,82,40.50894475,22.55555556
69,51.9,13.6,44.5,44.48240166,20.85748792
51,45.5,11.6,17,27.20056936,24.68849206
46,37.8,6.9,7,28.40885417,17.30729167
42,30.3,3.6,6.5,32.40625,10.74479167
42,28.1,6.971428571,24.8,21.75430254,26.640625
55,44.3,11.1,44.5,27.51143569,25.48958333
53,36.5,10.5,26,25.29404438,25.51034903
69,57.1,18.0125,59,31.48082386,33.78460145
51,36.4,7.45,17,33.95754076,15.94270833
67,50.4,17.8,30,29.61979167,24.828125
70,60.3,15.14444444,34.25,34.12760417,20.08333333
70,61.6,16.15,52.5,29.3055933,23.5
68,61.3,19.1,41.5,33.9370471,24.99048913
76,65.4,14.5,39.5,28.96517828,22.05208333
72,67.3,12.7,13,17.97273551,24.12565876
59,54.1,8,8,11.32440476,19.50520833
47,38.9,3.2625,9,20.50595238,12.36458333
54,45.8,13,20,24.66369048,23.93229167
70,62.6,18.4,29,29.59057971,22.35307018
57,47.2,6.728571429,10,34.01664402,20.20018116
58,55.6,12.8,19,23.94327446,26.52083333
74,71.1,17.8,35,23.76515152,22.50473485
63,58.1,11.96666667,33.6,28.09375,22.40104167
65,61.6,11.75,25,25.4921875,18.25
68,61.7,9.6,31.5,28.46354167,13.98958333
56,47.5,5.028571429,14,26.76879529,12.22916667
59,53.6,11.3,29.5,23.00678319,23.02845026
57,46.2,8.4,23.5,17.02751359,23.41145833
64,55.2,12.95555556,31.25,23.25668025,25.47124094
57,47.7,8.7,27.5,25.74739583,23.18229167
66,61,15.7875,25,30.52083333,18.38020833
65,50.4,4.3,33,26.96161685,18.375
59,50.7,6.633333333,15.8,21.7192029,18.796875
59,40.7,4.5,14.5,28.8520154,18.41220238
58,43.7,9.5,23.5,29.36356431,29.86904762
61,47.6,19.4125,43,38.94791667,29.61458333
72,58.8,22.2,38,40.78125,24.15625
74,64.6,19.8,68,39.78385417,22.97916667
83,69,19.34444444,42,30.21931612,21.7798913
73,67,10.8,47.5,20.74796196,16.41761364
64,60.5,6.6,21,10.63632246,17.5719697
73,67.2,14.81428571,32.5,14.98521904,19.04640152
71,64.7,10,20,31.05989583,16.70208333
72,64.5,10.6,19,35.93229167,13.47222222
75,64.1,9.028571429,18.2,31.10392992,20.97222222
71,57.4,11.7,27,30.59827899,25.65606061
72,65.4,16.9,30,21.81216033,26.36209239
72,60.4,16.02857143,32.5,26.68048007,22.41576087
71,58.1,13.86666667,36.5,25.64322917,26.70833333
56,39.7,3.8,9,26.76822917,12.28125
61,45.1,10.94444444,19.8,26.60416667,22.45833333
63,57.3,14.1,28,13.20369112,31.8625
65,49.7,7.2,26.5,20.87069746,21.41856061
70,54,8.6125,56,28.48395298,23.5625
62,47.5,5.7,14,21.88473732,22.83990036
61,44.2,8.5,22.5,19.3359375,26.375
64,47.8,7.8875,23.2,23.13541667,21.58333333
67,51.3,12,26.5,26.0546875,23.22916667
65,52.8,14.5,22.5,23.10461957,23.66485507
69,52.1,11.28571429,47.5,22.66791214,26.72916667
73,56.2,15.9,58.5,26.41711957,33.66145833
71,57,14.7,54.5,37.76325758,27.87962344
71,58.5,14.97777778,41.4,40.93229167,18.50520833
73,67.2,18.2,38,31.78645833,17.40625
76,66.6,7.3,25,31.1953125,11.04513889
68,60.7,9.1375,15.5,31.63541667,7.604166667
73,64.9,4.9,32,30.9131567,19.38182583
64,57.6,8,21,14.97101449,13.53645833
65,52,6.857142857,18,28.47443182,15.69744318
68,58.2,13.7,33.5,26.4721201,14.82291667
73,62.7,17.4,24,35.70535714,13.03125
74,67.3,17.35714286,29.5,38.77976191,14.48958333
78,67.4,15.8,30,33.08952981,18.640625
78,67.1,6.4,44,26.25475544,23.69886364
72,58.2,9.111111111,28.75,32.21908967,18.125
72,56.3,15.55,37,25.00679348,24.60125518
73,62.8,13.1,52.5,28.70572917,22.95833333
70,60.7,15,17,32.40625,7.880208333
71,59,17.3,20,24.91500947,11.734375
71,60,24.2,59.5,26.73663949,23.95833333
80,67.6,25.375,40.2,35.63009511,25.84375
79,72.8,20,54.5,27.03209551,26.23721591
79,68.4,4.8,35.5,25.11231884,18.86513158
65,50.8,4.1125,9,26.99841486,10.16123188
63,51,6.8,17.5,28.16666667,9.15625
67,53.2,11.7,11.5,35.90104167,7.552083333
67,53.6,9.75,20.4,29.44429348,21.58035714
70,52.8,18.05,30.5,29.46240942,31.31534091
70,56.1,25.9,62,28.08876812,38.31770833
72,60.2,23.74285714,42.5,33.56431159,27.45493659
68,62.7,25.35,51.5,22.4595788,33.96354167
74,60.2,17.2,29.5,28.9765625,22.21875
77,62.5,17.24444444,26,30.171875,26.359375
78,67.7,15.3,51.5,34.92708333,26.13541667
78,67.7,7.7,36,40.19784462,26.88385211
70,61.4,6.8875,10,27.29189312,11.70933618
65,51,8.5,9.5,28.57404891,8.208333333
65,49.2,11.4,20,19.65647645,16.78645833
65,52.2,12.07777778,25,26.609375,21.65104167
70,57,19.5,28.5,31.44010417,19.890625
75,61.3,8.3,55.5,31.48029891,17.765625
64,54.7,6.2375,31.5,12.17889493,9.91236413
58,49,5.7,29.5,11.77864583,10.80729167
56,48.2,6.7,17.5,13.02012311,15.9283391
61,50.3,7.533333333,20.2,16.80729167,19.66168478
60,48.4,8.5,14.5,19.08333333,15.19791667
62,49,17.7,19.5,23.78125,17.875
63,51.3,15.8875,52.5,26.71399457,28.07589286
72,62.3,19.4,48,33.6066782,25.42992424
70,64.4,20,35.5,20.16644022,25.57291667
64,50.9,7.111111111,17.8,20.44406703,14.42451691
66,50.7,11.8,42.5,10.92708333,28
63,51.2,9.8,22.5,24.02604167,19.22916667
65,56.2,16.175,36,30.6875,20.91666667
72,63.7,17.4,45.5,27.4678442,18.95833333
73,67.4,10,30,15.45722373,23.75
72,66.5,7.4,15,12.40523098,20.52777778
75,70.2,16.1,31.5,21.28351449,19.21527778
78,69.5,16.5,36.5,22.65738225,22.55042271
68,61.9,6.0125,6,22.546875,10.625
61,53.9,5.9,5,19.6577381,8.993055556
64,57.2,16.4,32,14.6392663,24.21329365
67,58.3,15.34285714,32.4,19.21978961,27.46717172
73,64.3,37.28571429,51.5,26.04947917,33.26041667
73,63.2,38.8,50.5,29.4609375,31.14583333
76,66.5,41.5,45,34.24479167,22.40625
68,63.2,20.7625,30.2,29.91145833,13.05208333
66,51.3,14.7,16,21.28645833,15.63541667
65,53.9,5.6,10,23.79211957,9.661458333
64,54.5,7.171428571,17,17.32552083,16.78787879
66,54.4,17.8,54,19.06770833,30.21354167
70,57,19.3,37,31.703125,34.47395833
71,57.9,28.52857143,42.75,40.90104167,27.97395833
75,64.7,22.75,46.5,31.73192523,20.56657609
77,65.9,16.95714286,59,25.99830163,19.359375
66,53.6,9,18,23.82582816,19.984375
62,49.1,7.3,13.5,26.62878788,17.96685606
64,52.2,10.2125,24.2,24.63095238,23.05729167
68,49.3,10.7,16.5,28.26785714,18.85416667
67,50.5,17.4875,61,30.20755694,38.33831522
66,52.4,26,71.5,30.686853,39.44940476
70,53.3,27.9,60.5,33.01785714,39.61458333
69,50.7,12.91111111,35,23.21726191,31.16666667
62,49.9,9.8,15.5,20.76785714,19
61,48.2,18.47142857,42.5,15.67883023,40.85416667
54,44.9,9.6,12.5,19.34083851,24.94570707
54,41.2,17.81111111,41.6,12.95238095,35.82142857
48,30.9,7.8,11.5,17.25,17.04166667
53,32.5,7.7375,21.5,18.98809524,21.44444444
47,30.3,9.3,14,16.54680736,19.77777778
46,29,11.9,37.5,7.803959627,32.1147343
61,35.9,11.4375,41,9.558712121,36.54166667
60,41.7,18.8,46.5,20.41330228,38.61775362
64,61.2,24.55,34,16.51488095,22.55555556
57,41,10.35,18.5,16.29166667,26.55555556
52,42.9,9.9,14.5,18.80952381,19.44444444
53,43.6,13.1,19,20.74404762,23.47222222
51,44.4,13.2,29.2,16.08152174,23.39371981
58,47.8,24.8,29,13.87797619,28.66666667
52,46.6,12.35,17,11.26488095,23.13888889
49,41.1,8.6,11.5,9.273550725,17.28321256
43,29.5,4.2,17,17.64880952,8.25
43,28.9,8.3,14,14.84226191,19.31944444
45,39.3,12.3875,18,13.34690853,22.14009662
51,46.5,13.1,17,11.62060041,17.58454106
52,48,14.75,12.5,14.28597309,18.79459064
53,46.1,11.6875,19.5,14.9702381,20.38888889
54,49.3,25.6,34,10.19629917,24.83333333
66,54.8,13.8,21,13.47619048,15.05555556
55,43.4,8.233333333,14.2,14.4375,21.56944444
57,44.9,18.6,42,13.58139234,36.08454106
57,52.1,27.3,31,12.561853,26.68021049
58,52.1,31.6125,28,14.47202616,26.30176768
54,52.3,43.6,41.5,6.207880435,26.34722222
69,65.9,18.1,36.5,10.09805254,19.33333333
61,44.2,6,18.6,17.67447917,10.13888889
51,41.2,5.9,14,14.3671875,12.30555556
50,46.1,10.1,15,10.11458333,19.17222222
47,41.6,4.85,9.5,9.947916667,23.38888889
49,38.1,8.4,16.5,16.43931159,21.95039683
46,38.8,11.9,14,12.24048913,25.41786284
45,27.5,6.975,16,15.98958333,24.58333333
54,36.7,10.3,26.5,12.58333333,22.5
47,27.9,6.5,15,20.08333333,16.20833333
39,18.9,7,25.5,9.58423913,33.0625
45,24.3,13.2,38.5,7.691123188,29.91666667
55,38.3,22.5,60.5,10.66123188,32.04528986
44,30.8,5.65,11.5,25.11458333,13.20833333
39,26.9,8.6,6,25.03125,17.27717391
36,26.9,8.95,23,17.84375,24.375
38,26.4,16.8875,27,7.833333333,31.625
51,47.8,29.6,42,2.746376812,25.60265701
59,55.8,28.16666667,35,2.730654762,20.15277778
55,54.3,28,28,4.104166667,20.34722222
52,51,21.4,20.5,8.696105073,23.47222222
49,42.8,10.525,11.5,11.16666667,14.27777778
38,29,11.6,16.5,11.23958333,19.33333333
42,33.2,22.6,39,3.508152174,29.27489178
45,38.6,18.38888889,24.8,7.65625,19.53985507
37,30.7,12,8,25.22916667,14.63888889
27,21.1,11.6,12.5,12.91666667,25.11111111
37,33,11.65714286,17.5,4.958333333,25.20833333
42,39.7,6.25,8,14.65277778,16.95833333
39,24.9,7.1,14,13.91666667,18.85416667
35,32.8,15.5125,17.2,3.757734114,33.98824786
36,33.4,17.4,17.5,5.375,25.09541063
29,23.9,20.1,20.5,7.946105073,21.95833333
31,25,21.525,31.5,4.149621212,28.89087302
30,21.8,21,28,6.916666667,27.26388889
36,30.4,14.4,28,7.572916667,22.75
37,34.9,23.575,28.2,5.645833333,20.15277778
45,43.9,21.9,23,4.020833333,23.65036232
46,43.4,11.8,12,4.429347826,20.45833333
39,34.2,13.94285714,27,7.514492754,22.03442029
44,40.2,21.9,25.5,3.5,26.375
41,39.5,23.1,25,5.083333333,20.125
35,26.6,5.85,8.6,18.16666667,15.29166667
37,27.3,8.75,15.5,18.64393939,10.36111111
25,13,10,20,18.63541667,15.74335749
22,9.4,7.9125,17,10.69610507,23.875
28,15.1,19.4,47,6.900815217,24.45772947
36,20.4,10.5,32.5,9.895833333,21.52525253
26,16.1,14.24285714,24.33333333,6.104166667,32.40277778
28,24.5,16.4,30.5,8.916666667,18.31944444
11,-4.5,5,47,21.38541667,17.01388889
20,3.8,7.728571429,50,10.77943841,25.60978261
25,13.8,17.1,44.5,10.4990942,17.04528986
11,-0.5,12.8,23,12.21875,23.48611111
12,-0.1,7.675,26.5,17.04166667,21.625
5,-7.4,11.4,15,16.59375,23.25
15,6.7,19,27.5,10.47916667,21.59722222
18,12.1,21.85,27.5,8.489583333,24.41666667
17,12,37.1,34.5,6.531702899,36.50555556
33,22.7,25.5,41,4.136322464,29.60990338
33,29.1,41.32222222,51.75,3.333333333,27.55050505
44,41.2,35.5,28,7.052083333,24.84722222
43,36.1,11.3,14,16.84375,15.33333333
33,24.8,10.525,16.5,9.208333333,14.15277778
34,31.5,17.5,11.5,12.6875,18.62584541
33,29,8.8375,11.6,17.54846015,19.31521739
29,25.5,3.3,9,27.76041667,13.75378788
20,18.6,21.4,14,15.45833333,28.30555556
18,16.7,15.56666667,19.5,8.360054348,31.04166667
26,21.4,26.7,24.5,5.229166667,26.31944444
30,27.6,19.1,17,11.42708333,19.02777778
32,26.1,16.47142857,21,8.176136364,25.31944444
33,33.4,16.2,20.5,4.127717391,21.70410628
48,45.6,9.8,27.5,8.1875,24.89915459
31,25.5,10.1,9.5,9.230525362,22.93900966
10,-3.4,10.5,20.5,17.20625,26.55555556
10,-6.4,8.8,14,18.27083333,25.58333333
9,-5.6,8.966666667,13.4,23.86458333,18.375
7,-7.8,10.1,16,16.33333333,28.18055556
12,1.7,19.3,44,11.42798913,33.0942029
29,22.3,15.04285714,25.5,13.11458333,26.92424242
26,20.9,22,27.5,13.77083333,26.94949495
21,13.5,16.8,25,19.20425725,25.19444444
17,12.2,11.28571429,19.6,19.33333333,23.94444444
16,7.2,10.5,18.5,19.07291667,31.47222222
26,17.3,18.6,26.5,12.2798913,29.76350461
33,27.1,32.77142857,38.5,5.704257246,36.40398551
26,19.4,12.5,20,19.28125,26.56818182
13,9.3,10.8,22,20.70833333,27.34469697
15,5.1,24.5,35.6,7.538496377,40.425
28,17.2,32.7,37.5,3.760416667,39
28,22,45.52857143,54,7.083333333,43.58531746
28,23.8,26.65,28.5,12.80027174,35.04166667
26,20,52,50.5,6.241477273,46.36111111
30,25,47.45,53.6,7.269021739,48.59722222
36,32.1,61.5,57.5,4.8125,41.52777778
46,35.5,39.5,40.5,8.90625,29.05555556
43,35.4,26.34285714,27,6.9375,28.55555556
39,39.3,19.7,18,8.979166667,26.33134921
29,23,12.9,5,19.23233696,18
28,20,12.01428571,17.8,12.69791667,28.72222222
27,16.3,22.1,28.5,19.1875,24.34722222
33,23.5,21.8,33.5,14.71875,23.54166667
42,28.6,20.91428571,29,13.67708333,27.48611111
38,34.7,23.4,28,13.45833333,21.20833333
38,34,20.5875,25,5.069746377,32.76388889
30,18.2,12.8,27.5,19.0625,19.9375
22,8.4,10.15,29.5,24.0932971,18.65530303
19,2.8,7.825,24.5,17.98958333,24.93357488
32,18,12,23,14.94791667,23.26388889
34,32.6,14.6,15,11.88541667,24.79166667
35,28.7,17.47142857,21.6,8.708333333,22.29166667
29,23.1,22.8,28,11.63541667,32.11093858
28,19.6,23.9,45.5,10.80661232,43.16666667
32,24.1,27.35,35.5,10.86911232,40.51893939
34,26,28.6,40,13.92708333,26.125
29,20.8,12,15.5,30.47916667,19.58333333
33,23.9,20.28571429,24.2,14.96875,23.93055556
31,27.4,24.2,21,11.98097826,27.55483092
23,12.5,7.6,23,27.98143116,22.05555556
20,5.9,6.3625,20.5,24.03219697,25.66666667
24,12.7,18,38.5,12.44791667,42.18719807
32,26.6,36.9,54.5,5.395833333,46.56944444
38,30.5,28.225,34.2,17.8125,24.19444444
50,33.6,14.7,26,29.5625,16.19444444
42,29.3,9.6,20.5,26.71875,18.56150794
24,7,7.325,25,25.70380435,22.07850242
24,3.9,9.7,24.5,19.5625,30.79166667
29,22.4,16.6,32,9.21875,33.34722222
30,22.7,11.98571429,20.5,23.09375,19.94444444
26,10.7,5.5,24.5,30.30208333,18.18055556
23,7.6,8.6,20.5,23.94791667,26.31944444
29,19.6,19.6125,51,9.93432971,39.87456867
31,17.4,20.8,49,15.54574275,30.77717391
37,21.1,19.7,53.5,16.82019928,30.94444444
32,26.8,13.0625,22.4,26.10416667,25.95833333
39,30.9,28.7,43.5,21,26.50614844
42,36.1,26.95,27.5,19.14583333,18.45833333
34,25,12.9,15.5,32.52083333,17.48611111
32,26.5,16.7,19,23.1245471,27.13405797
34,26.2,6.385714286,12,32.40625,19.86111111
36,25.6,21.4,45,12.15625,45.94444444
36,31,16.1,14,29.67708333,23.15277778
37,30.8,17.68571429,22.5,24.28125,25.5
52,31,18.55714286,36.8,22.37726449,39.62922705
66,44.3,13.85,56.5,32.89221015,23.06944444
49,38.1,5.4,20.5,24.3125,21.22222222
45,35.5,10.8,24,18.56004141,32.44318182
43,30.9,6.05,15,32.29166667,18.125
48,27.3,7.5,24,22.44047619,31.26147343
52,33.7,18.1,47.5,25.74288302,38.08333333
62,48.8,16.7,40,36.10714286,23.625
48,35.5,5.871428571,11.5,40.77976191,13.40104167
49,31.1,5.4,17.5,33.98214286,26.53125
52,32.5,12.4,26.5,30.5952381,25.83854167
62,42.3,22.38571429,46.5,41.0327381,22.72916667
65,32.6,13.3,67,45.99482402,17.82472826
48,34.6,8.1,21,28.48388387,22.32886905
47,24.9,5.15,16,36.85106108,14.74895833
47,23.4,6.6,17.5,35.688147,23.55729167
